:Data_List:  NOAAMgII.dat version 9.1
:Created:  2001 April 24
:Updated:  Daily
# The NOAA Mg II daily Index version 9.1
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center
# Please send comments and questions to Lawrence.Puga@noaa.gov or
# Rodney.Viereck@noaa.gov.
#
# Metadata:
# Year Month Day and Date in UTC
# MgII Core-to-wing ratio (no units)
# Data Source:
#     0 - No data (-999.0)
#     1 - NOAA TIROS and NOAA 9
#     2 - NOAA 11
#     3 - NOAA 9 (Alternate Algorithm)
#     4 - UARS SOLSTICE
#     5 - GOME Data
#     6 - NOAA 16
#
# Acknowledgements:  Tom Woods (CU LASP), Gary Rottman (CU LASP), and
# Giuliana de Toma (NCAR, HAO) for the SOLSTICE data.
# Mark Weber (U. Bremen, Germany) for the GOME data.
#
# The Mg II core-to-wing ratio is derived by taking the ratio of the h and
# k lines of the solar Mg II feature at 280 nm to the background or wings at
# approximately 278 nm and 282 nm.  The h and k lines are variable chromospheric
# emissions while the background emissions are more stable.  The result is a
# robust measure of chromospheric activity.  This ratio has been shown to be
# a good measure of solar UV and EUV emissions.
#
# Each of the data sets was scaled to the original NOAA TIROS NOAA 9 data
# set with a linear fit of the overlapping data.  The nature of the Mg II
# core-to-wing ratio and the quality of the data resulted in linear
# correlation coefficients between 0.98 and 0.999.
#
# References:
# Viereck and Puga, The NOAA Mg II core-to-wing solar index:
#   Construction of a 20-year time series of chromospheric variability from
#   multiple satellites., JGR, 104, pp9995-10005, May 1999.
# Viereck et al., The Mg II Index: A proxy for Solar EUV., GRL, 28,
#   pp1343-1346, April 2001.
#
#
# UTC Date and Time
#
# Year Month Day Date   MgII   Source
#------------------------------------
 1992  7 04  7/04/1992  0.2723   2
 1992  7 05  7/05/1992  0.2728   1
 1992  7 06  7/06/1992  0.2733   1
 1992  7 07  7/07/1992  0.2742   1
 1992  7 08  7/08/1992  0.2747   1
 1992  7 09  7/09/1992  0.2752   1
 1992  7 10  7/10/1992  0.2754   2
 1992  7 11  7/11/1992  0.2761   1
 1992  7 12  7/12/1992  0.2764   1
 1992  7 13  7/13/1992  0.2768   1
 1992  7 14  7/14/1992  0.2771   1
 1992  7 15  7/15/1992  0.2772   1
 1992  7 16  7/16/1992  0.2766   1
 1992  7 17  7/17/1992  0.2754   1
 1992  7 18  7/18/1992  0.2741   1
 1992  7 19  7/19/1992  0.2726   1
 1992  7 20  7/20/1992  0.2717   1
 1992  7 21  7/21/1992  0.2711   1
 1992  7 22  7/22/1992  0.2698   1
 1992  7 23  7/23/1992  0.2688   1
 1992  7 24  7/24/1992  0.2679   1
 1992  7 25  7/25/1992  0.2678   1
 1992  7 26  7/26/1992  0.2682   1
 1992  7 27  7/27/1992  0.2685   1
 1992  7 28  7/28/1992  0.2689   1
 1992  7 29  7/29/1992  -999.0   0
 1992  7 30  7/30/1992  0.2692   1
 1992  7 31  7/31/1992  0.2696   1
 1992  8 01  8/01/1992  0.2700   1
 1992  8 02  8/02/1992  0.2710   1
 1992  8 03  8/03/1992  0.2718   1
 1992  8 04  8/04/1992  0.2726   1
 1992  8 05  8/05/1992  0.2730   1
 1992  8 06  8/06/1992  0.2736   1
 1992  8 07  8/07/1992  0.2741   1
 1992  8 08  8/08/1992  0.2751   1
 1992  8 09  8/09/1992  0.2751   1
 1992  8 10  8/10/1992  0.2748   1
 1992  8 11  8/11/1992  0.2743   1
 1992  8 12  8/12/1992  0.2738   1
 1992  8 13  8/13/1992  0.2738   1
 1992  8 14  8/14/1992  0.2729   1
 1992  8 15  8/15/1992  0.2725   1
 1992  8 16  8/16/1992  0.2724   1
 1992  8 17  8/17/1992  0.2719   1
 1992  8 18  8/18/1992  0.2711   1
 1992  8 19  8/19/1992  0.2703   2
 1992  8 20  8/20/1992  0.2700   1
 1992  8 21  8/21/1992  0.2693   1
 1992  8 22  8/22/1992  0.2688   1
 1992  8 23  8/23/1992  0.2689   2
 1992  8 24  8/24/1992  0.2684   2
 1992  8 25  8/25/1992  0.2678   2
 1992  8 26  8/26/1992  0.2680   2
 1992  8 27  8/27/1992  0.2680   2
 1992  8 28  8/28/1992  0.2685   1
 1992  8 29  8/29/1992  0.2685   1
 1992  8 30  8/30/1992  0.2691   1
 1992  8 31  8/31/1992  0.2693   1
 1992  9 01  9/01/1992  0.2694   1
 1992  9 02  9/02/1992  0.2700   1
 1992  9 03  9/03/1992  0.2701   1
 1992  9 04  9/04/1992  0.2700   1
 1992  9 05  9/05/1992  0.2702   1
 1992  9 06  9/06/1992  0.2706   1
 1992  9 07  9/07/1992  0.2705   1
 1992  9 08  9/08/1992  0.2706   1
 1992  9 09  9/09/1992  0.2707   1
 1992  9 10  9/10/1992  0.2707   1
 1992  9 11  9/11/1992  0.2712   1
 1992  9 12  9/12/1992  0.2716   1
 1992  9 13  9/13/1992  0.2720   1
 1992  9 14  9/14/1992  0.2717   1
 1992  9 15  9/15/1992  0.2708   1
 1992  9 16  9/16/1992  0.2710   1
 1992  9 17  9/17/1992  0.2707   1
 1992  9 18  9/18/1992  0.2702   1
 1992  9 19  9/19/1992  0.2702   1
 1992  9 20  9/20/1992  0.2700   1
 1992  9 21  9/21/1992  0.2699   1
 1992  9 22  9/22/1992  0.2697   1
 1992  9 23  9/23/1992  0.2699   1
 1992  9 24  9/24/1992  0.2697   1
 1992  9 25  9/25/1992  0.2699   1
 1992  9 26  9/26/1992  0.2702   1
 1992  9 27  9/27/1992  0.2706   2
 1992  9 28  9/28/1992  0.2705   2
 1992  9 29  9/29/1992  0.2704   2
 1992  9 30  9/30/1992  0.2707   2
 1992 10 01 10/01/1992  0.2711   1
 1992 10 02 10/02/1992  0.2716   1
 1992 10 03 10/03/1992  0.2720   1
 1992 10 04 10/04/1992  0.2723   1
 1992 10 05 10/05/1992  0.2728   1
 1992 10 06 10/06/1992  0.2733   1
 1992 10 07 10/07/1992  0.2735   1
 1992 10 08 10/08/1992  0.2733   1
 1992 10 09 10/09/1992  0.2726   1
 1992 10 10 10/10/1992  0.2720   1
 1992 10 11 10/11/1992  0.2709   1
 1992 10 12 10/12/1992  0.2697   1
 1992 10 13 10/13/1992  0.2690   1
 1992 10 14 10/14/1992  0.2689   1
 1992 10 15 10/15/1992  0.2685   1
 1992 10 16 10/16/1992  0.2685   1
 1992 10 17 10/17/1992  0.2686   1
 1992 10 18 10/18/1992  0.2689   1
 1992 10 19 10/19/1992  0.2700   1
 1992 10 20 10/20/1992  0.2704   1
 1992 10 21 10/21/1992  0.2706   1
 1992 10 22 10/22/1992  0.2714   2
 1992 10 23 10/23/1992  0.2714   1
 1992 10 24 10/24/1992  0.2714   1
 1992 10 25 10/25/1992  0.2716   1
 1992 10 26 10/26/1992  0.2717   1
 1992 10 27 10/27/1992  0.2728   1
 1992 10 28 10/28/1992  0.2724   1
 1992 10 29 10/29/1992  0.2728   1
 1992 10 30 10/30/1992  0.2728   2
 1992 10 31 10/31/1992  0.2729   1
 1992 11 01 11/01/1992  0.2725   4
 1992 11 02 11/02/1992  0.2724   4
 1992 11 03 11/03/1992  0.2720   4
 1992 11 04 11/04/1992  0.2714   4
 1992 11 05 11/05/1992  0.2712   4
 1992 11 06 11/06/1992  0.2713   4
 1992 11 07 11/07/1992  0.2710   4
 1992 11 08 11/08/1992  0.2708   4
 1992 11 09 11/09/1992  0.2706   4
 1992 11 10 11/10/1992  0.2708   4
 1992 11 11 11/11/1992  0.2710   4
 1992 11 12 11/12/1992  0.2715   4
 1992 11 13 11/13/1992  0.2709   4
 1992 11 14 11/14/1992  0.2715   4
 1992 11 15 11/15/1992  0.2714   4
 1992 11 16 11/16/1992  0.2724   4
 1992 11 17 11/17/1992  0.2724   4
 1992 11 18 11/18/1992  0.2727   4
 1992 11 19 11/19/1992  0.2732   4
 1992 11 20 11/20/1992  0.2741   4
 1992 11 21 11/21/1992  0.2745   4
 1992 11 22 11/22/1992  0.2744   4
 1992 11 23 11/23/1992  0.2749   4
 1992 11 24 11/24/1992  0.2756   4
 1992 11 25 11/25/1992  0.2756   4
 1992 11 26 11/26/1992  0.2758   4
 1992 11 27 11/27/1992  0.2758   4
 1992 11 28 11/28/1992  0.2739   4
 1992 11 29 11/29/1992  0.2736   4
 1992 11 30 11/30/1992  0.2721   4
 1992 12 01 12/01/1992  0.2717   1
 1992 12 02 12/02/1992  0.2708   1
 1992 12 03 12/03/1992  -999.0   0
 1992 12 04 12/04/1992  0.2697   1
 1992 12 05 12/05/1992  0.2690   1
 1992 12 06 12/06/1992  0.2686   1
 1992 12 07 12/07/1992  0.2690   1
 1992 12 08 12/08/1992  0.2703   1
 1992 12 09 12/09/1992  0.2716   1
 1992 12 10 12/10/1992  0.2729   1
 1992 12 11 12/11/1992  0.2743   1
 1992 12 12 12/12/1992  0.2745   1
 1992 12 13 12/13/1992  0.2751   1
 1992 12 14 12/14/1992  0.2754   1
 1992 12 15 12/15/1992  0.2752   1
 1992 12 16 12/16/1992  0.2752   1
 1992 12 17 12/17/1992  0.2749   1
 1992 12 18 12/18/1992  0.2741   1
 1992 12 19 12/19/1992  0.2739   1
 1992 12 20 12/20/1992  0.2741   1
 1992 12 21 12/21/1992  0.2743   1
 1992 12 22 12/22/1992  0.2749   1
 1992 12 23 12/23/1992  0.2749   1
 1992 12 24 12/24/1992  0.2754   1
 1992 12 25 12/25/1992  0.2753   1
 1992 12 26 12/26/1992  0.2746   1
 1992 12 27 12/27/1992  0.2733   1
 1992 12 28 12/28/1992  0.2723   1
 1992 12 29 12/29/1992  0.2719   1
 1992 12 30 12/30/1992  0.2704   1
 1992 12 31 12/31/1992  0.2691   1
 1993  1 01  1/01/1993  -999.0   0
 1993  1 02  1/02/1993  0.2686   1
 1993  1 03  1/03/1993  0.2691   1
 1993  1 04  1/04/1993  0.2699   1
 1993  1 05  1/05/1993  0.2723   1
 1993  1 06  1/06/1993  0.2713   1
 1993  1 07  1/07/1993  0.2721   1
 1993  1 08  1/08/1993  0.2725   1
 1993  1 09  1/09/1993  0.2727   1
 1993  1 10  1/10/1993  0.2732   1
 1993  1 11  1/11/1993  0.2730   1
 1993  1 12  1/12/1993  -999.0   0
 1993  1 13  1/13/1993  0.2723   1
 1993  1 14  1/14/1993  0.2714   1
 1993  1 15  1/15/1993  0.2709   1
 1993  1 16  1/16/1993  -999.0   0
 1993  1 17  1/17/1993  0.2708   1
 1993  1 18  1/18/1993  0.2709   1
 1993  1 19  1/19/1993  0.2707   1
 1993  1 20  1/20/1993  0.2714   1
 1993  1 21  1/21/1993  0.2715   1
 1993  1 22  1/22/1993  0.2713   1
 1993  1 23  1/23/1993  0.2711   1
 1993  1 24  1/24/1993  0.2705   1
 1993  1 25  1/25/1993  0.2700   1
 1993  1 26  1/26/1993  0.2691   1
 1993  1 27  1/27/1993  0.2686   1
 1993  1 28  1/28/1993  -999.0   0
 1993  1 29  1/29/1993  0.2689   1
 1993  1 30  1/30/1993  0.2686   1
 1993  1 31  1/31/1993  0.2687   1
 1993  2 01  2/01/1993  0.2687   1
 1993  2 02  2/02/1993  0.2693   1
 1993  2 03  2/03/1993  0.2700   1
 1993  2 04  2/04/1993  0.2712   1
 1993  2 05  2/05/1993  0.2724   1
 1993  2 06  2/06/1993  0.2728   1
 1993  2 07  2/07/1993  0.2733   1
 1993  2 08  2/08/1993  0.2733   1
 1993  2 09  2/09/1993  0.2733   1
 1993  2 10  2/10/1993  0.2726   1
 1993  2 11  2/11/1993  0.2725   1
 1993  2 12  2/12/1993  0.2720   1
 1993  2 13  2/13/1993  0.2716   1
 1993  2 14  2/14/1993  0.2711   1
 1993  2 15  2/15/1993  0.2708   1
 1993  2 16  2/16/1993  0.2711   1
 1993  2 17  2/17/1993  0.2710   1
 1993  2 18  2/18/1993  0.2712   1
 1993  2 19  2/19/1993  0.2714   1
 1993  2 20  2/20/1993  0.2712   1
 1993  2 21  2/21/1993  0.2713   1
 1993  2 22  2/22/1993  0.2708   1
 1993  2 23  2/23/1993  -999.0   0
 1993  2 24  2/24/1993  0.2705   1
 1993  2 25  2/25/1993  0.2706   1
 1993  2 26  2/26/1993  0.2707   1
 1993  2 27  2/27/1993  0.2702   1
 1993  2 28  2/28/1993  0.2702   1
 1993  3 01  3/01/1993  0.2704   1
 1993  3 02  3/02/1993  0.2708   1
 1993  3 03  3/03/1993  0.2721   1
 1993  3 04  3/04/1993  0.2730   1
 1993  3 05  3/05/1993  0.2736   1
 1993  3 06  3/06/1993  0.2742   1
 1993  3 07  3/07/1993  0.2744   1
 1993  3 08  3/08/1993  0.2737   1
 1993  3 09  3/09/1993  0.2730   1
 1993  3 10  3/10/1993  0.2725   1
 1993  3 11  3/11/1993  0.2733   1
 1993  3 12  3/12/1993  0.2727   1
 1993  3 13  3/13/1993  0.2718   1
 1993  3 14  3/14/1993  0.2706   1
 1993  3 15  3/15/1993  0.2702   1
 1993  3 16  3/16/1993  0.2701   1
 1993  3 17  3/17/1993  0.2707   1
 1993  3 18  3/18/1993  0.2717   1
 1993  3 19  3/19/1993  0.2725   1
 1993  3 20  3/20/1993  0.2728   1
 1993  3 21  3/21/1993  0.2726   1
 1993  3 22  3/22/1993  0.2717   1
 1993  3 23  3/23/1993  0.2713   1
 1993  3 24  3/24/1993  0.2710   1
 1993  3 25  3/25/1993  0.2711   1
 1993  3 26  3/26/1993  0.2712   1
 1993  3 27  3/27/1993  -999.0   0
 1993  3 28  3/28/1993  0.2708   1
 1993  3 29  3/29/1993  0.2711   1
 1993  3 30  3/30/1993  0.2720   1
 1993  3 31  3/31/1993  0.2727   1
 1993  4 01  4/01/1993  0.2732   1
 1993  4 02  4/02/1993  0.2732   1
 1993  4 03  4/03/1993  0.2733   1
 1993  4 04  4/04/1993  0.2727   1
 1993  4 05  4/05/1993  0.2721   1
 1993  4 06  4/06/1993  0.2721   1
 1993  4 07  4/07/1993  0.2716   1
 1993  4 08  4/08/1993  0.2712   1
 1993  4 09  4/09/1993  0.2711   1
 1993  4 10  4/10/1993  0.2705   1
 1993  4 11  4/11/1993  0.2696   1
 1993  4 12  4/12/1993  0.2687   1
 1993  4 13  4/13/1993  0.2681   1
 1993  4 14  4/14/1993  0.2677   1
 1993  4 15  4/15/1993  0.2678   1
 1993  4 16  4/16/1993  0.2677   1
 1993  4 17  4/17/1993  0.2679   1
 1993  4 18  4/18/1993  0.2681   1
 1993  4 19  4/19/1993  0.2686   1
 1993  4 20  4/20/1993  0.2692   1
 1993  4 21  4/21/1993  0.2700   1
 1993  4 22  4/22/1993  0.2707   1
 1993  4 23  4/23/1993  0.2713   1
 1993  4 24  4/24/1993  0.2721   1
 1993  4 25  4/25/1993  0.2725   1
 1993  4 26  4/26/1993  0.2725   1
 1993  4 27  4/27/1993  -999.0   0
 1993  4 28  4/28/1993  0.2727   1
 1993  4 29  4/29/1993  0.2727   1
 1993  4 30  4/30/1993  0.2727   1
 1993  5 01  5/01/1993  0.2720   1
 1993  5 02  5/02/1993  0.2717   1
 1993  5 03  5/03/1993  0.2713   1
 1993  5 04  5/04/1993  0.2713   1
 1993  5 05  5/05/1993  0.2712   1
 1993  5 06  5/06/1993  0.2709   1
 1993  5 07  5/07/1993  0.2704   1
 1993  5 08  5/08/1993  0.2699   1
 1993  5 09  5/09/1993  0.2696   1
 1993  5 10  5/10/1993  0.2695   1
 1993  5 11  5/11/1993  0.2703   1
 1993  5 12  5/12/1993  0.2707   1
 1993  5 13  5/13/1993  0.2704   1
 1993  5 14  5/14/1993  0.2700   1
 1993  5 15  5/15/1993  0.2695   1
 1993  5 16  5/16/1993  0.2691   1
 1993  5 17  5/17/1993  0.2687   1
 1993  5 18  5/18/1993  0.2684   1
 1993  5 19  5/19/1993  0.2685   1
 1993  5 20  5/20/1993  0.2685   1
 1993  5 21  5/21/1993  0.2686   1
 1993  5 22  5/22/1993  0.2686   1
 1993  5 23  5/23/1993  0.2686   1
 1993  5 24  5/24/1993  0.2686   1
 1993  5 25  5/25/1993  0.2692   1
 1993  5 26  5/26/1993  0.2700   1
 1993  5 27  5/27/1993  0.2707   1
 1993  5 28  5/28/1993  0.2713   1
 1993  5 29  5/29/1993  0.2721   1
 1993  5 30  5/30/1993  0.2727   1
 1993  5 31  5/31/1993  0.2732   1
 1993  6 01  6/01/1993  0.2741   1
 1993  6 02  6/02/1993  0.2742   1
 1993  6 03  6/03/1993  0.2741   1
 1993  6 04  6/04/1993  0.2736   1
 1993  6 05  6/05/1993  0.2727   1
 1993  6 06  6/06/1993  0.2714   1
 1993  6 07  6/07/1993  0.2710   1
 1993  6 08  6/08/1993  0.2701   1
 1993  6 09  6/09/1993  0.2695   1
 1993  6 10  6/10/1993  0.2689   1
 1993  6 11  6/11/1993  0.2679   1
 1993  6 12  6/12/1993  0.2670   1
 1993  6 13  6/13/1993  0.2668   1
 1993  6 14  6/14/1993  0.2666   1
 1993  6 15  6/15/1993  0.2667   1
 1993  6 16  6/16/1993  0.2666   1
 1993  6 17  6/17/1993  0.2668   1
 1993  6 18  6/18/1993  0.2670   1
 1993  6 19  6/19/1993  0.2673   1
 1993  6 20  6/20/1993  0.2678   1
 1993  6 21  6/21/1993  0.2684   1
 1993  6 22  6/22/1993  0.2689   1
 1993  6 23  6/23/1993  0.2695   1
 1993  6 24  6/24/1993  0.2706   1
 1993  6 25  6/25/1993  0.2709   1
 1993  6 26  6/26/1993  0.2718   1
 1993  6 27  6/27/1993  0.2730   1
 1993  6 28  6/28/1993  0.2736   1
 1993  6 29  6/29/1993  0.2741   1
 1993  6 30  6/30/1993  0.2734   1
 1993  7 01  7/01/1993  0.2725   1
 1993  7 02  7/02/1993  -999.0   0
 1993  7 03  7/03/1993  0.2712   1
 1993  7 04  7/04/1993  0.2705   1
 1993  7 05  7/05/1993  0.2697   1
 1993  7 06  7/06/1993  0.2686   1
 1993  7 07  7/07/1993  0.2677   1
 1993  7 08  7/08/1993  0.2673   1
 1993  7 09  7/09/1993  0.2670   1
 1993  7 10  7/10/1993  0.2666   1
 1993  7 11  7/11/1993  0.2667   1
 1993  7 12  7/12/1993  0.2668   1
 1993  7 13  7/13/1993  0.2669   1
 1993  7 14  7/14/1993  0.2671   1
 1993  7 15  7/15/1993  0.2672   1
 1993  7 16  7/16/1993  0.2674   1
 1993  7 17  7/17/1993  0.2679   1
 1993  7 18  7/18/1993  0.2682   1
 1993  7 19  7/19/1993  0.2688   1
 1993  7 20  7/20/1993  0.2688   1
 1993  7 21  7/21/1993  0.2691   1
 1993  7 22  7/22/1993  0.2699   1
 1993  7 23  7/23/1993  0.2703   1
 1993  7 24  7/24/1993  0.2713   1
 1993  7 25  7/25/1993  0.2716   4
 1993  7 26  7/26/1993  0.2721   4
 1993  7 27  7/27/1993  0.2720   4
 1993  7 28  7/28/1993  0.2711   4
 1993  7 29  7/29/1993  0.2706   4
 1993  7 30  7/30/1993  0.2700   4
 1993  7 31  7/31/1993  0.2696   4
 1993  8 01  8/01/1993  0.2691   4
 1993  8 02  8/02/1993  0.2683   4
 1993  8 03  8/03/1993  0.2672   4
 1993  8 04  8/04/1993  0.2672   4
 1993  8 05  8/05/1993  -999.0   0
 1993  8 06  8/06/1993  -999.0   0
 1993  8 07  8/07/1993  -999.0   0
 1993  8 08  8/08/1993  -999.0   0
 1993  8 09  8/09/1993  0.2686   4
 1993  8 10  8/10/1993  0.2688   4
 1993  8 11  8/11/1993  0.2681   4
 1993  8 12  8/12/1993  0.2685   4
 1993  8 13  8/13/1993  0.2680   4
 1993  8 14  8/14/1993  0.2684   4
 1993  8 15  8/15/1993  0.2684   4
 1993  8 16  8/16/1993  0.2674   4
 1993  8 17  8/17/1993  0.2680   4
 1993  8 18  8/18/1993  0.2685   4
 1993  8 19  8/19/1993  0.2686   4
 1993  8 20  8/20/1993  0.2694   4
 1993  8 21  8/21/1993  0.2687   4
 1993  8 22  8/22/1993  0.2701   4
 1993  8 23  8/23/1993  0.2689   4
 1993  8 24  8/24/1993  0.2691   4
 1993  8 25  8/25/1993  0.2684   4
 1993  8 26  8/26/1993  0.2684   4
 1993  8 27  8/27/1993  0.2676   4
 1993  8 28  8/28/1993  0.2677   4
 1993  8 29  8/29/1993  0.2672   4
 1993  8 30  8/30/1993  0.2670   4
 1993  8 31  8/31/1993  0.2665   4
 1993  9 01  9/01/1993  0.2664   1
 1993  9 02  9/02/1993  0.2662   1
 1993  9 03  9/03/1993  0.2658   1
 1993  9 04  9/04/1993  0.2658   1
 1993  9 05  9/05/1993  0.2658   1
 1993  9 06  9/06/1993  0.2657   1
 1993  9 07  9/07/1993  0.2658   1
 1993  9 08  9/08/1993  0.2656   1
 1993  9 09  9/09/1993  0.2658   1
 1993  9 10  9/10/1993  0.2657   1
 1993  9 11  9/11/1993  0.2654   1
 1993  9 12  9/12/1993  0.2652   1
 1993  9 13  9/13/1993  0.2655   1
 1993  9 14  9/14/1993  0.2656   1
 1993  9 15  9/15/1993  0.2662   1
 1993  9 16  9/16/1993  0.2669   1
 1993  9 17  9/17/1993  0.2674   1
 1993  9 18  9/18/1993  0.2677   1
 1993  9 19  9/19/1993  0.2676   1
 1993  9 20  9/20/1993  0.2673   1
 1993  9 21  9/21/1993  0.2670   1
 1993  9 22  9/22/1993  -999.0   0
 1993  9 23  9/23/1993  0.2664   1
 1993  9 24  9/24/1993  0.2666   1
 1993  9 25  9/25/1993  0.2663   1
 1993  9 26  9/26/1993  0.2663   1
 1993  9 27  9/27/1993  0.2660   1
 1993  9 28  9/28/1993  0.2664   1
 1993  9 29  9/29/1993  0.2666   1
 1993  9 30  9/30/1993  0.2664   1
 1993 10 01 10/01/1993  0.2665   1
 1993 10 02 10/02/1993  0.2670   1
 1993 10 03 10/03/1993  0.2672   1
 1993 10 04 10/04/1993  0.2678   1
 1993 10 05 10/05/1993  0.2675   1
 1993 10 06 10/06/1993  0.2675   1
 1993 10 07 10/07/1993  0.2671   1
 1993 10 08 10/08/1993  -999.0   0
 1993 10 09 10/09/1993  0.2671   1
 1993 10 10 10/10/1993  0.2672   1
 1993 10 11 10/11/1993  0.2674   1
 1993 10 12 10/12/1993  0.2675   1
 1993 10 13 10/13/1993  0.2674   1
 1993 10 14 10/14/1993  -999.0   0
 1993 10 15 10/15/1993  0.2678   1
 1993 10 16 10/16/1993  0.2678   1
 1993 10 17 10/17/1993  0.2677   1
 1993 10 18 10/18/1993  0.2675   1
 1993 10 19 10/19/1993  0.2676   1
 1993 10 20 10/20/1993  0.2673   1
 1993 10 21 10/21/1993  0.2672   1
 1993 10 22 10/22/1993  0.2672   1
 1993 10 23 10/23/1993  0.2667   1
 1993 10 24 10/24/1993  0.2664   1
 1993 10 25 10/25/1993  0.2664   1
 1993 10 26 10/26/1993  0.2662   1
 1993 10 27 10/27/1993  0.2660   1
 1993 10 28 10/28/1993  0.2659   1
 1993 10 29 10/29/1993  0.2659   1
 1993 10 30 10/30/1993  0.2663   1
 1993 10 31 10/31/1993  0.2665   1
 1993 11 01 11/01/1993  0.2668   1
 1993 11 02 11/02/1993  -999.0   0
 1993 11 03 11/03/1993  0.2665   1
 1993 11 04 11/04/1993  0.2665   1
 1993 11 05 11/05/1993  0.2663   1
 1993 11 06 11/06/1993  0.2664   1
 1993 11 07 11/07/1993  0.2664   1
 1993 11 08 11/08/1993  0.2669   1
 1993 11 09 11/09/1993  0.2666   1
 1993 11 10 11/10/1993  0.2665   1
 1993 11 11 11/11/1993  0.2663   1
 1993 11 12 11/12/1993  0.2660   1
 1993 11 13 11/13/1993  0.2666   1
 1993 11 14 11/14/1993  0.2668   1
 1993 11 15 11/15/1993  0.2669   1
 1993 11 16 11/16/1993  0.2669   1
 1993 11 17 11/17/1993  0.2668   1
 1993 11 18 11/18/1993  0.2663   1
 1993 11 19 11/19/1993  0.2663   1
 1993 11 20 11/20/1993  0.2661   1
 1993 11 21 11/21/1993  0.2662   1
 1993 11 22 11/22/1993  0.2665   1
 1993 11 23 11/23/1993  0.2664   1
 1993 11 24 11/24/1993  0.2667   1
 1993 11 25 11/25/1993  0.2666   1
 1993 11 26 11/26/1993  0.2668   1
 1993 11 27 11/27/1993  0.2669   1
 1993 11 28 11/28/1993  0.2673   1
 1993 11 29 11/29/1993  0.2673   1
 1993 11 30 11/30/1993  0.2677   1
 1993 12 01 12/01/1993  0.2687   1
 1993 12 02 12/02/1993  0.2686   1
 1993 12 03 12/03/1993  0.2688   1
 1993 12 04 12/04/1993  0.2689   1
 1993 12 05 12/05/1993  0.2686   1
 1993 12 06 12/06/1993  0.2687   1
 1993 12 07 12/07/1993  0.2685   1
 1993 12 08 12/08/1993  -999.0   0
 1993 12 09 12/09/1993  0.2682   1
 1993 12 10 12/10/1993  0.2684   1
 1993 12 11 12/11/1993  0.2675   1
 1993 12 12 12/12/1993  0.2671   1
 1993 12 13 12/13/1993  0.2664   1
 1993 12 14 12/14/1993  0.2658   1
 1993 12 15 12/15/1993  0.2653   1
 1993 12 16 12/16/1993  0.2655   1
 1993 12 17 12/17/1993  0.2657   1
 1993 12 18 12/18/1993  0.2658   1
 1993 12 19 12/19/1993  0.2658   1
 1993 12 20 12/20/1993  0.2659   1
 1993 12 21 12/21/1993  0.2664   1
 1993 12 22 12/22/1993  0.2666   1
 1993 12 23 12/23/1993  0.2673   1
 1993 12 24 12/24/1993  0.2678   1
 1993 12 25 12/25/1993  0.2690   1
 1993 12 26 12/26/1993  0.2695   1
 1993 12 27 12/27/1993  0.2692   1
 1993 12 28 12/28/1993  0.2690   1
 1993 12 29 12/29/1993  0.2693   1
 1993 12 30 12/30/1993  0.2701   1
 1993 12 31 12/31/1993  0.2700   1
 1994  1 01  1/01/1994  -999.0   0
 1994  1 02  1/02/1994  0.2699   1
 1994  1 03  1/03/1994  0.2702   3
 1994  1 04  1/04/1994  0.2707   3
 1994  1 05  1/05/1994  0.2715   3
 1994  1 06  1/06/1994  -999.0   0
 1994  1 07  1/07/1994  0.2702   3
 1994  1 08  1/08/1994  0.2698   3
 1994  1 09  1/09/1994  0.2694   3
 1994  1 10  1/10/1994  0.2685   3
 1994  1 11  1/11/1994  0.2694   3
 1994  1 12  1/12/1994  0.2660   3
 1994  1 13  1/13/1994  0.2657   3
 1994  1 14  1/14/1994  0.2653   3
 1994  1 15  1/15/1994  0.2652   3
 1994  1 16  1/16/1994  0.2651   3
 1994  1 17  1/17/1994  0.2656   3
 1994  1 18  1/18/1994  0.2670   3
 1994  1 19  1/19/1994  0.2673   3
 1994  1 20  1/20/1994  0.2680   3
 1994  1 21  1/21/1994  0.2682   3
 1994  1 22  1/22/1994  0.2691   3
 1994  1 23  1/23/1994  0.2696   3
 1994  1 24  1/24/1994  0.2703   3
 1994  1 25  1/25/1994  0.2711   3
 1994  1 26  1/26/1994  0.2708   3
 1994  1 27  1/27/1994  0.2710   3
 1994  1 28  1/28/1994  0.2705   3
 1994  1 29  1/29/1994  0.2694   3
 1994  1 30  1/30/1994  0.2697   3
 1994  1 31  1/31/1994  0.2697   3
 1994  2 01  2/01/1994  0.2694   3
 1994  2 02  2/02/1994  0.2690   3
 1994  2 03  2/03/1994  0.2684   3
 1994  2 04  2/04/1994  0.2681   3
 1994  2 05  2/05/1994  0.2675   3
 1994  2 06  2/06/1994  0.2667   3
 1994  2 07  2/07/1994  0.2664   3
 1994  2 08  2/08/1994  0.2663   3
 1994  2 09  2/09/1994  0.2662   3
 1994  2 10  2/10/1994  0.2653   3
 1994  2 11  2/11/1994  0.2651   3
 1994  2 12  2/12/1994  0.2651   3
 1994  2 13  2/13/1994  0.2661   3
 1994  2 14  2/14/1994  0.2674   3
 1994  2 15  2/15/1994  0.2679   3
 1994  2 16  2/16/1994  0.2688   3
 1994  2 17  2/17/1994  0.2691   3
 1994  2 18  2/18/1994  0.2692   3
 1994  2 19  2/19/1994  0.2693   3
 1994  2 20  2/20/1994  0.2696   3
